Title,Link,Snippet,Date Published,Keyword,Country,Date From,Date To,cosine_similarity,total_sum
How to Prevent Discriminatory Outcomes in Machine Learning,https://www3.weforum.org/docs/WEF_40065_White_Paper_How_to_Prevent_Discriminatory_Outcomes_in_Machine_Learning.pdf,"Mar 12, 2018 ... with national laws and regulations ... In the absence of adequate regulation, the burden lies with the ... 22 Julie Makinen, “China Prepares to Rank its Citizens on ...",,misinformation,China,12/3/18,13/3/18,0.32970318,313
"Social Media, Political Polarization, and Political Disinformation: A ...",https://www.hewlett.org/wp-content/uploads/2018/03/Social-Media-Political-Polarization-and-Political-Disinformation-Literature-Review.pdf,"Mar 16, 2018 ... China is another major actor whose online ... they are not bound to accept the judgment and reject fake news. ... “Google's Role in. Spreading Fake News and ...",,misinformation,China,15/3/18,16/3/18,0.4792942,314
"Social Media, Political Polarization, and Political Disinformation: A ...",https://www.hewlett.org/wp-content/uploads/2018/03/Social-Media-Political-Polarization-and-Political-Disinformation-Literature-Review.pdf,"Mar 16, 2018 ... China is another major actor whose online ... they are not bound to accept the judgment and reject fake news. ... “Google's Role in. Spreading Fake News and ...",,misinformation,China,16/3/18,17/3/18,0.4792942,315
Are Singaporeans vulnerable to fake news? 5 key themes from the ...,https://lkyspp.nus.edu.sg/docs/default-source/ips/st_are-singaporeans-vulnerable-to-fake-news-5-key-themes-from-the-public_180318.pdf?sfvrsn=1d6b760a_2,"Mar 18, 2018 ... connected with China."" This was during the Terrex ... But some speakers noted the difficulties of enforcing a law against fake news. ... ""In many instances, it is ...",,misinformation,China,17/3/18,18/3/18,0.35438338,316
Are Singaporeans vulnerable to fake news? 5 key themes from the ...,https://lkyspp.nus.edu.sg/docs/default-source/ips/st_are-singaporeans-vulnerable-to-fake-news-5-key-themes-from-the-public_180318.pdf?sfvrsn=1d6b760a_2,"Mar 18, 2018 ... connected with China."" This was during the Terrex ... But some speakers noted the difficulties of enforcing a law against fake news. ... ""In many instances, it is ...",,misinformation,China,18/3/18,19/3/18,0.35438338,317
HOW LICENSING FRAUD AND ILLEGAL LOGGING OF IPE ...,https://es.greenpeace.org/es/wp-content/uploads/sites/3/2018/03/Greenpeace-Report_Imaginary-Trees-Real-Destruction_March-2018.pdf,"Mar 19, 2018 ... 10 ARL – Área de Reserva Legal – Legal Reserve Area. ... CHINA PLAITED PRODUCTS IMP. EXP. CORP 10.852 m3 ... This is because the problem lies in process of data ...",,misinformation,China,19/3/18,20/3/18,0.3526125,318
Review - Androgen Misuse and Abuse,https://academic.oup.com/edrv/article-pdf/42/4/457/41381071/bnab001.pdf,"Mar 23, 2018 ... Proxy wars - Korea & Indo-China ... Misinformation and/or misapplication. Male ... to measure weight by the law of gravity or temperature by the first law of ...",,misinformation,China,22/3/18,23/3/18,0.3337122,319
Review - Androgen Misuse and Abuse,https://academic.oup.com/edrv/article-pdf/42/4/457/41381071/bnab001.pdf,"Mar 23, 2018 ... Proxy wars - Korea & Indo-China ... Misinformation and/or misapplication. Male ... to measure weight by the law of gravity or temperature by the first law of ...",,misinformation,China,23/3/18,24/3/18,0.3337122,320
Deep Fakes & Disinformation Bots,https://clas.ucdenver.edu/communication/node/595/attachment,"Apr 1, 2018 ... Disinformation Bots. Trust, Integrity, and the. Ethics ... Fake News and Filter. Bubbles: Overcoming Our ... agreement with China's Ministry of Education to offer a.",,misinformation,China,31/3/18,1/4/18,0.4463513,321
Deep Fakes & Disinformation Bots,https://clas.ucdenver.edu/communication/node/595/attachment,"Apr 1, 2018 ... Disinformation Bots. Trust, Integrity, and the. Ethics ... Fake News and Filter. Bubbles: Overcoming Our ... agreement with China's Ministry of Education to offer a.",,misinformation,China,1/4/18,2/4/18,0.4463513,322
"Mass Media in Japan, Fake News in the World",https://www.suntory.com/sfnd/jgc/forum/013/pdf/013.pdf,"Apr 2, 2018 ... and a law passed by the Abe Administration concerning the ... He lies so much that his lies have lost the capacity to ... as Russia and China. Is there reason any ...",,misinformation,China,1/4/18,2/4/18,0.367369,323
"Mass Media in Japan, Fake News in the World",https://www.suntory.com/sfnd/jgc/forum/013/pdf/013.pdf,"Apr 2, 2018 ... and a law passed by the Abe Administration concerning the ... He lies so much that his lies have lost the capacity to ... as Russia and China. Is there reason any ...",,misinformation,China,2/4/18,3/4/18,0.367369,324
Perceptions Are Reality: Historical Case Studies of Information ...,https://www.armyupress.army.mil/Portals/7/combat-studies-institute/csi-books/perceptions-are-reality-lsco-volume-7.pdf,"Apr 3, 2018 ... as China, Iran, and Russia are ... December 1996; see also Information Assurance: Legal, Regulatory, Policy and ... (i.e. lies) and misinformation (i.e. misleading) ...",,misinformation,China,2/4/18,3/4/18,0.30960625,325
Perceptions Are Reality: Historical Case Studies of Information ...,https://www.armyupress.army.mil/Portals/7/combat-studies-institute/csi-books/perceptions-are-reality-lsco-volume-7.pdf,"Apr 3, 2018 ... as China, Iran, and Russia are ... December 1996; see also Information Assurance: Legal, Regulatory, Policy and ... (i.e. lies) and misinformation (i.e. misleading) ...",,misinformation,China,3/4/18,4/4/18,0.30960625,326
Development of the Fraud Rule in Letter of Credit Law: The Journey ...,https://scholarship.law.upenn.edu/cgi/viewcontent.cgi?article=1285&context=jil,"Apr 6, 2018 ... letter of credit lies in the fact that it provides a fair balance of com-.",,misinformation,China,6/4/18,7/4/18,0.30385634,327
Reflection on the equitable attribution of responsibility for artificial ...,https://mednexus.org/doi/pdf/10.1016/j.imed.2022.04.002?download=true,"Apr 11, 2018 ... According to Chinese Economic Law, the imputation of the fault liability principle can increase consumer surplus and encourage producer innovation [16] ...",,misinformation,China,10/4/18,11/4/18,0.32233816,328
Reflection on the equitable attribution of responsibility for artificial ...,https://mednexus.org/doi/pdf/10.1016/j.imed.2022.04.002?download=true,"Apr 11, 2018 ... According to Chinese Economic Law, the imputation of the fault liability principle can increase consumer surplus and encourage producer innovation [16] ...",,misinformation,China,11/4/18,12/4/18,0.32233816,329
What If More Speech Is No Longer the Solution? First Amendment ...,http://www.fclj.org/wp-content/uploads/2018/04/70.1-Napoli.pdf,"Apr 23, 2018 ... (January 31, 2017), https://www.cjr.org/analysis/fake-news-facebook-audience-drudge-breitbart-study.php. Page 24. 78. FEDERAL COMMUNICATIONS LAW JOURNAL. Vol.",,misinformation,China,23/4/18,24/4/18,0.31310248,330
RISK AND UNCERTAINTY IN PUBLIC INTEREST JOURNALISM ...,https://law.unimelb.edu.au/__data/assets/pdf_file/0007/3790240/Ananian-Welsh-Kendall-and-Murray-443-Advance.pdf,"Apr 29, 2018 ... Tis two-pronged analysis reveals that the espionage laws introduced in 2018 pose a significant risk of criminalising legitimate journalism and that this, in ...",,misinformation,China,28/4/18,29/4/18,0.3266872,331
RISK AND UNCERTAINTY IN PUBLIC INTEREST JOURNALISM ...,https://law.unimelb.edu.au/__data/assets/pdf_file/0007/3790240/Ananian-Welsh-Kendall-and-Murray-443-Advance.pdf,"Apr 29, 2018 ... Tis two-pronged analysis reveals that the espionage laws introduced in 2018 pose a significant risk of criminalising legitimate journalism and that this, in ...",,misinformation,China,29/4/18,30/4/18,0.3266872,332
Tips for Writing Policy Papers,https://law.stanford.edu/wp-content/uploads/2018/04/White-Papers-Guidelines.pdf,"Apr 30, 2018 ... happen if China and the U.S. do act on the recommendations. ... • Stanford Law and Policy Lab Deliverables, https://law ... o Example White Paper / Policy Report, ...",,misinformation,China,30/4/18,1/5/18,0.31460172,333
information based regulation - gov.uk,https://assets.publishing.service.gov.uk/media/5b0d8812ed915d70c48aaf26/information-based-regulation.pdf,"May 9, 2018 ... 2012), China (Shen, Price, & Lu, 2012), and ... based regulation is to set the regulatory framework. Regulators ... disinformation (e.g. Esty,. 2004; Marchi ...",,misinformation,China,8/5/18,9/5/18,0.3229063,334
information based regulation - gov.uk,https://assets.publishing.service.gov.uk/media/5b0d8812ed915d70c48aaf26/information-based-regulation.pdf,"May 9, 2018 ... 2012), China (Shen, Price, & Lu, 2012), and ... based regulation is to set the regulatory framework. Regulators ... disinformation (e.g. Esty,. 2004; Marchi ...",,misinformation,China,9/5/18,10/5/18,0.3229063,335
False Statements and Perjury: An Overview of Federal Criminal Law,https://sgp.fas.org/crs/misc/98-808.pdf,"May 11, 2018 ... § 158 (China Trade Act corporate personnel); 15 ... 2004) (emphasis in the original) (“The clear, indisputable holding of Lowe is that a misrepresentation made to ...",,misinformation,China,10/5/18,11/5/18,0.30032867,336
False Statements and Perjury: An Overview of Federal Criminal Law,https://sgp.fas.org/crs/misc/98-808.pdf,"May 11, 2018 ... § 158 (China Trade Act corporate personnel); 15 ... 2004) (emphasis in the original) (“The clear, indisputable holding of Lowe is that a misrepresentation made to ...",,misinformation,China,11/5/18,12/5/18,0.30032867,337
Media Regulatory Authorities and Hate Speech,https://rm.coe.int/media-regulatory-authorities-and-hate-speech/16807338f5,"May 15, 2018 ... authorities in this respect, including their legal and regulatory mandates. ... China, France, Germany, India, Indonesia, Israel ... arena, underneath it all lies, ...",,misinformation,China,14/5/18,15/5/18,0.4505426,338
Social Media's Influence on Political Communication: A Content ...,https://scholarworks.utrgv.edu/cgi/viewcontent.cgi?article=1257&context=etd,"May 15, 2018 ... did not bother even to cite this (the) statute."" A disgraceful decision! 136. Feb 10, 2017 08:35:50 AM The failing @nytimes does major FAKE NEWS China story.",,misinformation,China,14/5/18,15/5/18,0.3081185,339
AttriButiOn in CyBErSpACE: BEyOnd thE “whOdunnit”,https://www.globsec.org/sites/default/files/2018-05/GLOBSEC-cyber-attribution.pdf,"May 15, 2018 ... The significance lies in the fact, however, that ... the-us-china-cybersecurity-agreement-part-1-the ... countries, as a review of Chinese-based cyber espionage ...",,misinformation,China,14/5/18,15/5/18,0.31883368,340
Social Media's Influence on Political Communication: A Content ...,https://scholarworks.utrgv.edu/cgi/viewcontent.cgi?article=1257&context=etd,"May 15, 2018 ... did not bother even to cite this (the) statute."" A disgraceful decision! 136. Feb 10, 2017 08:35:50 AM The failing @nytimes does major FAKE NEWS China story.",,misinformation,China,15/5/18,16/5/18,0.3081185,341
Media Regulatory Authorities and Hate Speech,https://rm.coe.int/media-regulatory-authorities-and-hate-speech/16807338f5,"May 15, 2018 ... authorities in this respect, including their legal and regulatory mandates. ... China, France, Germany, India, Indonesia, Israel ... arena, underneath it all lies, ...",,misinformation,China,15/5/18,16/5/18,0.4505426,342
RUSSIAN ELECTION INTERFERENCE: EUROPE'S COUNTER TO ...,https://carnegieendowment.org/files/CP_333_Brattberg_Maurer_Russia_Elections_Interference_Brief_FINAL.pdf,"May 24, 2018 ... The Carnegie Endowment for International. Peace is a unique global network of policy research centers in Russia, China, Europe, ... disinformation campaigns and ...",,misinformation,China,23/5/18,24/5/18,0.3018039,343
RUSSIAN ELECTION INTERFERENCE: EUROPE'S COUNTER TO ...,https://carnegieendowment.org/files/CP_333_Brattberg_Maurer_Russia_Elections_Interference_Brief_FINAL.pdf,"May 24, 2018 ... The Carnegie Endowment for International. Peace is a unique global network of policy research centers in Russia, China, Europe, ... disinformation campaigns and ...",,misinformation,China,24/5/18,25/5/18,0.3018039,344
Opinion of the Data Ethics Commission,https://www.bmi.bund.de/SharedDocs/downloads/EN/themen/it-digital-policy/datenethikkommission-abschlussgutachten-lang.pdf?__blob=publicationFile&v=5,"Jun 5, 2018 ... law, fair trading law or anti-discrimination law, without ... hail from the USA (and increasingly from China). ... danger of misinformation, questionable steering ...",,misinformation,China,4/6/18,5/6/18,0.3279692,345
Opinion of the Data Ethics Commission,https://www.bmi.bund.de/SharedDocs/downloads/EN/themen/it-digital-policy/datenethikkommission-abschlussgutachten-lang.pdf?__blob=publicationFile&v=5,"Jun 5, 2018 ... law, fair trading law or anti-discrimination law, without ... hail from the USA (and increasingly from China). ... danger of misinformation, questionable steering ...",,misinformation,China,5/6/18,6/6/18,0.3279692,346
FAKE NEWS AND THE SYSTEMIC LIE IN THE MARKETPLACE OF ...,https://derecho.uprrp.edu/revistajuridica/wp-content/uploads/sites/4/2018/06/11-Fake-news-1.pdf,"Jun 11, 2018 ... the ageless debate regarding the political and social value of truth. *. Third year student at the University of Puerto Rico School of Law and writer for the ...",,misinformation,China,10/6/18,11/6/18,0.444957,347
"SAY THIS, NOT THAT: GOVERNMENT REGULATION AND ...",https://lawreview.syr.edu/wp-content/uploads/2018/10/I-Brown-and-Peters-FINAL-v3.pdf,"Jun 12, 2018 ... Fake News Legislation in the United States ... TIMES (July 5, 2016), https://www.nytimes.com/2016/07/06/world/asia/ china-internet-social-media. ... criminal law, ...",,misinformation,China,11/6/18,12/6/18,0.38306016,348
FAKE NEWS AND THE SYSTEMIC LIE IN THE MARKETPLACE OF ...,https://derecho.uprrp.edu/revistajuridica/wp-content/uploads/sites/4/2018/06/11-Fake-news-1.pdf,"Jun 11, 2018 ... the ageless debate regarding the political and social value of truth. *. Third year student at the University of Puerto Rico School of Law and writer for the ...",,misinformation,China,11/6/18,12/6/18,0.444957,349
"SAY THIS, NOT THAT: GOVERNMENT REGULATION AND ...",https://lawreview.syr.edu/wp-content/uploads/2018/10/I-Brown-and-Peters-FINAL-v3.pdf,"Jun 12, 2018 ... Fake News Legislation in the United States ... TIMES (July 5, 2016), https://www.nytimes.com/2016/07/06/world/asia/ china-internet-social-media. ... criminal law, ...",,misinformation,China,12/6/18,13/6/18,0.38306016,350
Policy Brief 18-13: China's Forced Technology Transfer Problem ...,https://www.piie.com/sites/default/files/documents/pb18-13.pdf,"Jun 13, 2018 ... Agreement, China committed to protecting ... sure China to substantially upgrade its flawed legal regime ... China lies a real problem—China's persistent misappro-.",,misinformation,China,12/6/18,13/6/18,0.30089307,351
Policy Brief 18-13: China's Forced Technology Transfer Problem ...,https://www.piie.com/sites/default/files/documents/pb18-13.pdf,"Jun 13, 2018 ... Agreement, China committed to protecting ... sure China to substantially upgrade its flawed legal regime ... China lies a real problem—China's persistent misappro-.",,misinformation,China,13/6/18,14/6/18,0.30089307,352
Side-stepping rights: Regulating speech by contract | Article 19,https://www.article19.org/wp-content/uploads/2018/06/Regulating-speech-by-contract-WEB-v2.pdf,"Jun 19, 2018 ... ... misinformation.166. By contrast, initiatives such ... Co-regulation – a regulatory regime involving private regulation that is actively ... tion Number, China ...",,misinformation,China,19/6/18,20/6/18,0.30166543,353
Understanding: How to Resolve Ambiguity,https://inria.hal.science/hal-01820933/document,"Jun 22, 2018 ... 1 China University of Geosciences (Beijing) 29 Xueyuan Road, 100083, China ... Its roots lies in characters, not ... Therefore, the categories of thing, mind, word ...",,misinformation,China,22/6/18,23/6/18,0.3037743,354
TELECOMMUNICATION FRAUD PREVENTION POLICIES AND ...,https://www.diva-portal.org/smash/get/diva2:1222014/FULLTEXT01.pdf,"Jun 23, 2018 ... By working with private industry, INTERPOL is able to provide local law enforcement with focused cyber intelligence, derived from combining inputs on a global.",,misinformation,China,23/6/18,24/6/18,0.38262677,355
